date,lesson,views,name
2020/07/17 21:09:11,1-0,8472,Welcome to Udacity
2020/07/17 21:09:11,1-1,4889,Why Machine Learning?
2020/07/17 21:09:11,1-2,4460,Course Overview
2020/07/17 21:09:11,2-0,4575,Lesson Overview
2020/07/17 21:09:11,2-1,4095,What is Machine Learning?
2020/07/17 21:09:11,2-2,3756,Applications of Machine Learning
2020/07/17 21:09:11,2-3,3411,Brief History of Machine Learning
2020/07/17 21:09:11,2-4,3068,The Data Science Process
2020/07/17 21:09:11,2-5,2896,Common Types of Data
2020/07/17 21:09:11,2-6,2455,Tabular Data
2020/07/17 21:09:11,2-7,2407,Tabular Data
2020/07/17 21:09:11,2-8,2527,Scaling Data
2020/07/17 21:09:11,2-9,2433,Encoding Categorical Data
2020/07/17 21:09:11,2-10,2418,Image Data
2020/07/17 21:09:11,2-11,2450,The Whole Pipeline
2020/07/17 21:09:11,2-12,2447,Two Perspectives on ML
2020/07/17 21:09:11,2-13,2312,The Computer Science Perspective
2020/07/17 21:09:11,2-14,2227,The Statistical Perspective
2020/07/17 21:09:11,2-15,2335,The Tools for Machine Learning
2020/07/17 21:09:11,2-16,2176,Libraries for Machine Learning
2020/07/17 21:09:11,2-17,2411,Cloud Services for Machine Learning
2020/07/17 21:09:11,2-18,2227,A Brief Intro to Azure Machine Learning
2020/07/17 21:09:11,2-19,2128,Models vs. Algorithms
2020/07/17 21:09:11,2-20,2174,Linear Regression
2020/07/17 21:09:11,2-21,2255,Walkthrough: Train a Linear Regression Model
2020/07/17 21:09:11,2-22,1586,Learning a function
2020/07/17 21:09:11,2-23,1651,Parametric vs. Non-parametric
2020/07/17 21:09:11,2-24,1560,Classical ML vs. Deep Learning
2020/07/17 21:09:11,2-25,1596,Approaches to Machine Learning
2020/07/17 21:09:11,2-26,1574,The Trade-Offs
2020/07/17 21:09:11,2-27,1459,Overfitting vs. Underfitting
2020/07/17 21:09:11,2-28,1427,Bias vs. Variance Trade-off
2020/07/17 21:09:11,2-29,1497,Lesson Summary
2020/07/18 23:11:43,1-0,8562,Welcome to Udacity
2020/07/18 23:11:43,1-1,4960,Why Machine Learning?
2020/07/18 23:11:43,1-2,4530,Course Overview
2020/07/18 23:11:43,2-0,4665,Lesson Overview
2020/07/18 23:11:43,2-1,4191,What is Machine Learning?
2020/07/18 23:11:43,2-2,3862,Applications of Machine Learning
2020/07/18 23:11:43,2-3,3508,Brief History of Machine Learning
2020/07/18 23:11:43,2-4,3178,The Data Science Process
2020/07/18 23:11:43,2-5,3014,Common Types of Data
2020/07/18 23:11:43,2-6,2558,Tabular Data
2020/07/18 23:11:43,2-7,2506,Tabular Data
2020/07/18 23:11:43,2-8,2635,Scaling Data
2020/07/18 23:11:43,2-9,2556,Encoding Categorical Data
2020/07/18 23:11:43,2-10,2547,Image Data
2020/07/18 23:11:43,2-11,2566,The Whole Pipeline
2020/07/18 23:11:43,2-12,2571,Two Perspectives on ML
2020/07/18 23:11:43,2-13,2436,The Computer Science Perspective
2020/07/18 23:11:43,2-14,2340,The Statistical Perspective
2020/07/18 23:11:43,2-15,2469,The Tools for Machine Learning
2020/07/18 23:11:43,2-16,2294,Libraries for Machine Learning
2020/07/18 23:11:43,2-17,2548,Cloud Services for Machine Learning
2020/07/18 23:11:43,2-18,2347,A Brief Intro to Azure Machine Learning
2020/07/18 23:11:43,2-19,2261,Models vs. Algorithms
2020/07/18 23:11:43,2-20,2331,Linear Regression
2020/07/18 23:11:43,2-21,2454,Walkthrough: Train a Linear Regression Model
2020/07/18 23:11:43,2-22,1741,Learning a function
2020/07/18 23:11:43,2-23,1812,Parametric vs. Non-parametric
2020/07/18 23:11:43,2-24,1723,Classical ML vs. Deep Learning
2020/07/18 23:11:43,2-25,1779,Approaches to Machine Learning
2020/07/18 23:11:43,2-26,1754,The Trade-Offs
2020/07/18 23:11:43,2-27,1615,Overfitting vs. Underfitting
2020/07/18 23:11:43,2-28,1580,Bias vs. Variance Trade-off
2020/07/18 23:11:43,2-29,1669,Lesson Summary
2020/07/18 23:11:43,3-0,1688,Lesson Overview
2020/07/18 23:11:43,3-1,1545,Data Import and Transformation
2020/07/18 23:11:43,3-2,1463,"Lab: Import, Transform, and Export Data"
2020/07/19 19:36:05,1-0,8606,Welcome to Udacity
2020/07/19 19:36:05,1-1,5001,Why Machine Learning?
2020/07/19 19:36:05,1-2,4571,Course Overview
2020/07/19 19:36:05,2-0,4727,Lesson Overview
2020/07/19 19:36:05,2-1,4248,What is Machine Learning?
2020/07/19 19:36:05,2-2,3922,Applications of Machine Learning
2020/07/19 19:36:05,2-3,3569,Brief History of Machine Learning
2020/07/19 19:36:05,2-4,3236,The Data Science Process
2020/07/19 19:36:05,2-5,3081,Common Types of Data
2020/07/19 19:36:05,2-6,2625,Tabular Data
2020/07/19 19:36:05,2-7,2575,Tabular Data
2020/07/19 19:36:05,2-8,2712,Scaling Data
2020/07/19 19:36:05,2-9,2647,Encoding Categorical Data
2020/07/19 19:36:05,2-10,2640,Image Data
2020/07/19 19:36:05,2-11,2649,The Whole Pipeline
2020/07/19 19:36:05,2-12,2669,Two Perspectives on ML
2020/07/19 19:36:05,2-13,2537,The Computer Science Perspective
2020/07/19 19:36:05,2-14,2427,The Statistical Perspective
2020/07/19 19:36:05,2-15,2558,The Tools for Machine Learning
2020/07/19 19:36:05,2-16,2381,Libraries for Machine Learning
2020/07/19 19:36:05,2-17,2655,Cloud Services for Machine Learning
2020/07/19 19:36:05,2-18,2453,A Brief Intro to Azure Machine Learning
2020/07/19 19:36:05,2-19,2363,Models vs. Algorithms
2020/07/19 19:36:05,2-20,2447,Linear Regression
2020/07/19 19:36:05,2-21,2598,Walkthrough: Train a Linear Regression Model
2020/07/19 19:36:05,2-22,1852,Learning a function
2020/07/19 19:36:05,2-23,1926,Parametric vs. Non-parametric
2020/07/19 19:36:05,2-24,1833,Classical ML vs. Deep Learning
2020/07/19 19:36:05,2-25,1902,Approaches to Machine Learning
2020/07/19 19:36:05,2-26,1880,The Trade-Offs
2020/07/19 19:36:05,2-27,1734,Overfitting vs. Underfitting
2020/07/19 19:36:05,2-28,1704,Bias vs. Variance Trade-off
2020/07/19 19:36:05,2-29,1790,Lesson Summary
2020/07/19 19:36:05,3-0,1828,Lesson Overview
2020/07/19 19:36:05,3-1,1682,Data Import and Transformation
2020/07/19 19:36:05,3-2,1613,"Lab: Import, Transform, and Export Data"
2020/07/19 19:36:05,3-3,1433,Managing Data
2020/07/19 19:36:05,3-4,1227,Datastores vs. Datasets
2020/07/19 19:36:05,3-5,1262,The Data Access Workflow
2020/07/19 19:36:05,3-6,1222,More About Datasets
2020/07/19 19:36:05,3-7,1061,More About Datasets (2)
2020/07/19 19:36:05,3-8,1090,Lab: Create and Version a Dataset
2020/07/20 20:50:24,1-0,8695,Welcome to Udacity
2020/07/20 20:50:24,1-1,5081,Why Machine Learning?
2020/07/20 20:50:24,1-2,4650,Course Overview
2020/07/20 20:50:24,2-0,4821,Lesson Overview
2020/07/20 20:50:24,2-1,4341,What is Machine Learning?
2020/07/20 20:50:24,2-2,4014,Applications of Machine Learning
2020/07/20 20:50:24,2-3,3657,Brief History of Machine Learning
2020/07/20 20:50:24,2-4,3332,The Data Science Process
2020/07/20 20:50:24,2-5,3190,Common Types of Data
2020/07/20 20:50:24,2-6,2712,Tabular Data
2020/07/20 20:50:24,2-7,2657,Tabular Data
2020/07/20 20:50:24,2-8,2809,Scaling Data
2020/07/20 20:50:24,2-9,2741,Encoding Categorical Data
2020/07/20 20:50:24,2-10,2739,Image Data
2020/07/20 20:50:24,2-11,2744,The Whole Pipeline
2020/07/20 20:50:24,2-12,2773,Two Perspectives on ML
2020/07/20 20:50:24,2-13,2628,The Computer Science Perspective
2020/07/20 20:50:24,2-14,2518,The Statistical Perspective
2020/07/20 20:50:24,2-15,2664,The Tools for Machine Learning
2020/07/20 20:50:24,2-16,2483,Libraries for Machine Learning
2020/07/20 20:50:24,2-17,2770,Cloud Services for Machine Learning
2020/07/20 20:50:24,2-18,2555,A Brief Intro to Azure Machine Learning
2020/07/20 20:50:24,2-19,2461,Models vs. Algorithms
2020/07/20 20:50:24,2-20,2587,Linear Regression
2020/07/20 20:50:24,2-21,2775,Walkthrough: Train a Linear Regression Model
2020/07/20 20:50:24,2-22,1970,Learning a function
2020/07/20 20:50:24,2-23,2058,Parametric vs. Non-parametric
2020/07/20 20:50:24,2-24,1957,Classical ML vs. Deep Learning
2020/07/20 20:50:24,2-25,2033,Approaches to Machine Learning
2020/07/20 20:50:24,2-26,2004,The Trade-Offs
2020/07/20 20:50:24,2-27,1848,Overfitting vs. Underfitting
2020/07/20 20:50:24,2-28,1815,Bias vs. Variance Trade-off
2020/07/20 20:50:24,2-29,1908,Lesson Summary
2020/07/20 20:50:24,3-0,1987,Lesson Overview
2020/07/20 20:50:24,3-1,1847,Data Import and Transformation
2020/07/20 20:50:24,3-2,1780,"Lab: Import, Transform, and Export Data"
2020/07/20 20:50:24,3-3,1582,Managing Data
2020/07/20 20:50:24,3-4,1355,Datastores vs. Datasets
2020/07/20 20:50:24,3-5,1386,The Data Access Workflow
2020/07/20 20:50:24,3-6,1363,More About Datasets
2020/07/20 20:50:24,3-7,1187,More About Datasets (2)
2020/07/20 20:50:24,3-8,1216,Lab: Create and Version a Dataset
2020/07/20 20:50:24,3-9,1156,Introducing Features
2020/07/20 20:50:24,3-10,1261,Feature Engineering
2020/07/20 20:50:24,3-11,1144,Examples of Feature Engineering Tasks
2020/07/20 20:50:24,3-12,1119,Summary of Feature Engineering Approaches by Data Type
2020/07/20 20:50:24,3-13,1153,Feature Selection
2020/07/20 20:50:24,3-14,1089,Feature Selection (2)
2020/07/20 20:50:24,3-15,1080,Walkthrough: Engineer and Select Features
2020/07/20 20:50:24,3-16,898,Walkthrough: Engineer and Select Features (2)
2020/07/21 23:24:23,1-0,8777,Welcome to Udacity
2020/07/21 23:24:23,1-1,5149,Why Machine Learning?
2020/07/21 23:24:23,1-2,4730,Course Overview
2020/07/21 23:24:23,2-0,4913,Lesson Overview
2020/07/21 23:24:23,2-1,4429,What is Machine Learning?
2020/07/21 23:24:23,2-2,4100,Applications of Machine Learning
2020/07/21 23:24:23,2-3,3749,Brief History of Machine Learning
2020/07/21 23:24:23,2-4,3424,The Data Science Process
2020/07/21 23:24:23,2-5,3283,Common Types of Data
2020/07/21 23:24:23,2-6,2801,Tabular Data
2020/07/21 23:24:23,2-7,2739,Tabular Data
2020/07/21 23:24:23,2-8,2911,Scaling Data
2020/07/21 23:24:23,2-9,2844,Encoding Categorical Data
2020/07/21 23:24:23,2-10,2837,Image Data
2020/07/21 23:24:23,2-11,2831,The Whole Pipeline
2020/07/21 23:24:23,2-12,2866,Two Perspectives on ML
2020/07/21 23:24:23,2-13,2720,The Computer Science Perspective
2020/07/21 23:24:23,2-14,2609,The Statistical Perspective
2020/07/21 23:24:23,2-15,2759,The Tools for Machine Learning
2020/07/21 23:24:23,2-16,2577,Libraries for Machine Learning
2020/07/21 23:24:23,2-17,2865,Cloud Services for Machine Learning
2020/07/21 23:24:23,2-18,2647,A Brief Intro to Azure Machine Learning
2020/07/21 23:24:23,2-19,2552,Models vs. Algorithms
2020/07/21 23:24:23,2-20,2701,Linear Regression
2020/07/21 23:24:23,2-21,2902,Walkthrough: Train a Linear Regression Model
2020/07/21 23:24:23,2-22,2072,Learning a function
2020/07/21 23:24:23,2-23,2181,Parametric vs. Non-parametric
2020/07/21 23:24:23,2-24,2063,Classical ML vs. Deep Learning
2020/07/21 23:24:23,2-25,2146,Approaches to Machine Learning
2020/07/21 23:24:23,2-26,2119,The Trade-Offs
2020/07/21 23:24:23,2-27,1945,Overfitting vs. Underfitting
2020/07/21 23:24:23,2-28,1912,Bias vs. Variance Trade-off
2020/07/21 23:24:23,2-29,2015,Lesson Summary
2020/07/21 23:24:23,3-0,2147,Lesson Overview
2020/07/21 23:24:23,3-1,1992,Data Import and Transformation
2020/07/21 23:24:23,3-2,1929,"Lab: Import, Transform, and Export Data"
2020/07/21 23:24:23,3-3,1748,Managing Data
2020/07/21 23:24:23,3-4,1504,Datastores vs. Datasets
2020/07/21 23:24:23,3-5,1535,The Data Access Workflow
2020/07/21 23:24:23,3-6,1506,More About Datasets
2020/07/21 23:24:23,3-7,1311,More About Datasets (2)
2020/07/21 23:24:23,3-8,1368,Lab: Create and Version a Dataset
2020/07/21 23:24:23,3-9,1285,Introducing Features
2020/07/21 23:24:23,3-10,1400,Feature Engineering
2020/07/21 23:24:23,3-11,1271,Examples of Feature Engineering Tasks
2020/07/21 23:24:23,3-12,1238,Summary of Feature Engineering Approaches by Data Type
2020/07/21 23:24:23,3-13,1281,Feature Selection
2020/07/21 23:24:23,3-14,1201,Feature Selection (2)
2020/07/21 23:24:23,3-15,1202,Walkthrough: Engineer and Select Features
2020/07/21 23:24:23,3-16,999,Walkthrough: Engineer and Select Features (2)
2020/07/21 23:24:23,3-17,1174,Data Drift
2020/07/21 23:24:23,3-18,1084,Monitoring for Data Drift
2020/07/21 23:24:23,3-19,1044,Model Training Basics
2020/07/21 23:24:23,3-20,1111,Model Training in Azure Machine Learning
2020/07/21 23:24:23,3-21,1054,Taxonomy of Azure Machine Learning
2020/07/21 23:24:23,3-22,986,Training Classifiers
2020/07/22 20:01:41,1-0,8837,Welcome to Udacity
2020/07/22 20:01:41,1-1,5191,Why Machine Learning?
2020/07/22 20:01:41,1-2,4771,Course Overview
2020/07/22 20:01:41,2-0,4967,Lesson Overview
2020/07/22 20:01:41,2-1,4480,What is Machine Learning?
2020/07/22 20:01:41,2-2,4164,Applications of Machine Learning
2020/07/22 20:01:41,2-3,3811,Brief History of Machine Learning
2020/07/22 20:01:41,2-4,3484,The Data Science Process
2020/07/22 20:01:41,2-5,3334,Common Types of Data
2020/07/22 20:01:41,2-6,2850,Tabular Data
2020/07/22 20:01:41,2-7,2789,Tabular Data
2020/07/22 20:01:41,2-8,2956,Scaling Data
2020/07/22 20:01:41,2-9,2901,Encoding Categorical Data
2020/07/22 20:01:41,2-10,2901,Image Data
2020/07/22 20:01:41,2-11,2900,The Whole Pipeline
2020/07/22 20:01:41,2-12,2919,Two Perspectives on ML
2020/07/22 20:01:41,2-13,2781,The Computer Science Perspective
2020/07/22 20:01:41,2-14,2667,The Statistical Perspective
2020/07/22 20:01:41,2-15,2819,The Tools for Machine Learning
2020/07/22 20:01:41,2-16,2633,Libraries for Machine Learning
2020/07/22 20:01:41,2-17,2944,Cloud Services for Machine Learning
